,TimeStep,GHI,T,Wind,Load
5,15,297.2413793103448,15.70862068965517,2.7413793103448274,501.190202937931
5,16,211.5,15.274137931034485,2.5017241379310344,491.5606130810345
5,17,123.0172413793103,14.862068965517246,2.2948275862068965,486.35454107931037
5,18,43.05172413793102,14.129310344827587,2.001724137931035,481.9359334896552
5,19,2.6896551724137914,13.320689655172416,1.7724137931034485,476.55831889827584
5,20,0.0,12.584482758620691,1.9017241379310343,464.4329665465517
5,21,0.0,12.187931034482759,1.8810344827586205,445.44799757068967
5,22,0.0,11.950000000000003,2.0086206896551726,427.8048227034483
5,23,0.0,11.668965517241379,1.9948275862068967,399.2750570862069
6,0,0.0,15.415384615384614,1.7923076923076926,366.4319540897436
6,1,0.0,15.143589743589743,1.971794871794872,355.94716735384617
6,2,0.0,15.00769230769231,1.9358974358974357,350.5882292461539
6,3,0.0,14.694871794871798,1.8923076923076927,351.04604574102564
6,4,3.512820512820512,14.5025641025641,1.8051282051282054,355.5125537974359
6,5,68.71794871794872,14.833333333333332,1.769230769230769,369.49827632051284
6,6,195.12820512820517,15.851282051282052,1.8205128205128203,408.343775748718
6,7,336.41025641025635,16.979487179487176,2.051282051282051,440.5427502717949
6,8,481.7692307692308,18.08974358974359,2.384615384615385,465.2065388641025
6,9,613.025641025641,19.17435897435897,2.4102564102564106,476.98126801794876
6,10,693.974358974359,20.164102564102567,2.717948717948718,488.8521068358974
6,11,695.3846153846154,20.751282051282054,2.8974358974358974,498.9173560461538
6,12,710.7435897435897,21.507692307692302,2.666666666666667,496.2380636666667
6,13,657.5128205128204,22.11025641025641,2.6666666666666665,489.7354676948718
6,14,569.3846153846154,22.21538461538461,2.846153846153846,480.4297910410256
6,15,455.4102564102564,22.358974358974358,2.4102564102564106,472.0829731461538
6,16,328.46153846153857,21.91538461538461,2.333333333333333,463.2916480769231
6,17,205.56410256410257,21.438461538461542,2.230769230769231,457.1535091
6,18,71.84615384615381,20.43333333333333,1.974358974358974,457.28797431538464
6,19,4.128205128205127,19.076923076923077,1.705128205128205,450.25182838205126
6,20,0.0,18.01794871794872,1.8179487179487175,435.8906186282051
6,21,0.0,17.299999999999997,1.8256410256410258,424.9529622153846
6,22,0.0,16.833333333333332,1.9487179487179485,409.39697744615387
6,23,0.0,16.28717948717949,1.9820512820512821,383.49883928461537
7,0,0.0,0.5222222222222221,3.3388888888888886,399.73348250277775
7,1,0.0,0.31111111111110823,3.177777777777778,389.85163089444444
7,2,0.0,0.07222222222222108,3.280555555555556,385.97444492777777
7,3,0.0,-0.049999999999998934,3.25,384.3696481666667
7,4,0.0,-0.1527777777777768,3.147222222222222,383.7428524527778
7,5,0.027777777777788278,-0.20277777777777928,3.2222222222222223,380.35913375555555
7,6,3.999999999999999,-0.15555555555555678,3.0444444444444443,377.23870769444443
7,7,18.944444444444446,-0.15277777777777857,3.002777777777778,384.78210494722225
7,8,51.305555555555564,0.005555555555556424,3.1555555555555554,402.3396206111111
7,9,111.11111111111111,0.18611111111111,2.988888888888889,420.15654968611113
7,10,170.72222222222226,0.7444444444444454,3.2555555555555555,434.5900530166667
7,11,204.44444444444443,1.1999999999999993,3.311111111111111,445.39488236666665
7,12,197.2777777777778,1.652777777777775,3.3916666666666666,447.2103751833333
7,13,182.19444444444446,1.8805555555555546,3.405555555555555,440.0146471861111
7,14,134.94444444444446,1.866666666666669,3.35,432.21122544166667
7,15,78.30555555555559,1.8138888888888918,3.2111111111111112,428.80730074722226
7,16,31.138888888888864,1.5388888888888896,3.3611111111111116,430.31239460555554
7,17,5.694444444444419,1.1888888888888882,3.1694444444444447,443.87702721666665
7,18,-1.1726730697603216e-14,0.8111111111111118,3.011111111111111,450.3807400888889
7,19,1.8323016715005025e-16,0.5250000000000004,3.0361111111111114,445.72587072777776
7,20,0.0,0.33611111111111214,2.9583333333333335,432.8678357555556
7,21,0.0,0.18888888888888822,3.0999999999999996,423.52749467222225
7,22,0.0,-0.01944444444444393,3.227777777777778,424.10769693333333
7,23,0.0,-0.19166666666666465,3.430555555555556,406.1702130277778
